id,medicineName,dose,volumeUnit,pvp,reImbursementRate
4600,Sertralina Alter 50 mg Comprimidos Revestidos,50 mg,Blister - 60 unidade(s),4.61,37%
4601,Sertralina Aserta,50 mg,Blister - 60 unidade(s),6.68,37%
4602,Sertralina Aserta,50 mg,Blister - 10 unidade(s),3.31,37%
4603,Sertralina Aserta,100 mg,Blister - 60 unidade(s),9.15,37%
4604,Sertralina Aurobindo,50 mg,Blister - 56 unidade(s),3.37,37%
4605,Sertralina Aurobindo,100 mg,Blister - 56 unidade(s),5.4,37%
4606,Sertralina Aurovitas,50 mg,Blister - 20 unidade(s),3.46,37%
4607,Sertralina Azevedos,50 mg,Blister - 56 unidade(s),3.7,37%
4608,Sertralina Azevedos,100 mg,Blister - 56 unidade(s),5.72,37%
4609,Sertralina Bluefish,100 mg,Blister - 56 unidade(s),5.37,37%
4610,Sertralina Bluefish,50 mg,Blister - 56 unidade(s),3.37,37%
4611,Sertralina Bluefish,50 mg,Blister - 14 unidade(s),1.7,37%
4612,Sertralina Bluepharma 100 mg Comprimidos,100 mg,Blister - 60 unidade(s),9.19,37%
4613,Sertralina Bluepharma 50 mg Comprimidos,50 mg,Blister - 60 unidade(s),6.68,37%
4614,Sertralina Bluepharma 50 mg Comprimidos,50 mg,Blister - 20 unidade(s),3.27,37%
4615,Sertralina Ciclum,50 mg,Blister - 60 unidade(s),3.53,37%
4616,Sertralina Ciclum,50 mg,Blister - 20 unidade(s),3.3,37%
4617,Sertralina Ciclum,100 mg,Blister - 60 unidade(s),6.01,37%
4618,Sertralina Cinfa 100 mg Comprimidos,100 mg,Blister - 60 unidade(s),6.46,37%
4619,Sertralina Cinfa 50 mg Comprimidos,50 mg,Blister - 60 unidade(s),4.78,37%
4620,Sertralina Farmoz 100 mg Comprimidos,100 mg,Blister - 60 unidade(s),7.74,37%
4621,Sertralina Farmoz 50 mg Comprimidos,50 mg,Blister - 60 unidade(s),4.6,37%
4622,Sertralina Farmoz 50 mg Comprimidos,50 mg,Blister - 10 unidade(s),3.46,37%
4623,Sertralina Generis 100 mg Comprimidos Revestidos,100 mg,Blister - 56 unidade(s),9.19,37%
4624,Sertralina Generis 50 mg Comprimidos Revestidos,50 mg,Blister - 56 unidade(s),6.68,37%
4625,Sertralina Generis 50 mg Comprimidos Revestidos,50 mg,Blister - 14 unidade(s),3.46,37%
4626,Sertralina Krka,100 mg,Blister - 60 unidade(s),8.85,37%
4627,Sertralina Krka,50 mg,Blister - 60 unidade(s),4.78,37%
4628,Sertralina Krka,50 mg,Blister - 10 unidade(s),2.25,37%
4629,Sertralina Mylan,50 mg,Blister - 60 unidade(s),6.68,37%
4630,Sertralina Mylan,50 mg,Blister - 20 unidade(s),3.46,37%
4631,Sertralina Mylan,100 mg,Blister - 60 unidade(s),9.19,37%
4632,Sertralina Pharmakern 100 mg Comprimidos,100 mg,Blister - 56 unidade(s),11.98,37%
4633,Sertralina Pharmakern 50 mg Comprimidos,50 mg,Blister - 56 unidade(s),6.67,37%
4634,Sertralina Ratiopharm,50 mg,Blister - 56 unidade(s),5.23,37%
4635,Sertralina Ratiopharm,50 mg,Blister - 14 unidade(s),3.46,37%
4636,Sertralina Ratiopharm,100 mg,Blister - 56 unidade(s),8.02,37%
4637,Sertralina Sandoz 100 mg Comprimidos revestidos,100 mg,Blister - 60 unidade(s),9.19,37%
4638,Sertralina Sandoz 50 mg Comprimidos revestidos,50 mg,Blister - 60 unidade(s),5.58,37%
4639,Sertralina Sertabal,50 mg,Blister - 14 unidade(s),3.06,37%
4640,Sertralina Sertabal,50 mg,Blister - 56 unidade(s),7.8,37%
4641,Sertralina Sertabal,100 mg,Blister - 56 unidade(s),11.91,37%
4642,Sertralina Tetrafarma 100 mg Comprimidos,100 mg,Blister - 60 unidade(s),11.75,37%
4643,Sertralina Tetrafarma 50 mg Comprimidos,50 mg,Blister - 60 unidade(s),5.59,37%
4644,Sertralina Teva 100 mg Comprimidos,100 mg,Blister - 60 unidade(s),6.01,37%
4645,Sertralina Teva 50 mg Comprimidos,50 mg,Blister - 60 unidade(s),3.6,37%
4646,Sertralina Teva 50 mg Comprimidos,50 mg,Blister - 20 unidade(s),3.46,37%
4647,Sertralina ToLife,50 mg,Blister - 14 unidade(s),3.46,37%
4648,Sertralina ToLife,50 mg,Blister - 56 unidade(s),5.23,37%
4649,Sertralina ToLife,100 mg,Blister - 56 unidade(s),7.74,37%
4650,Sertralina Zentiva,50 mg,Blister - 56 unidade(s),5,37%
4651,Sertralina Zentiva,50 mg,Blister - 14 unidade(s),3.46,37%
4652,Sertralina Zentiva,100 mg,Blister - 56 unidade(s),6.68,37%
4653,Sibilla,2 mg + 0.03 mg,Blister - 63 unidade(s),11.08,69%
4654,Sibilla,2 mg + 0.03 mg,Blister - 21 unidade(s),4.54,69%
4655,Sildenafil Actavis,50 mg,Blister - 8 unidade(s),32.42,0%
4656,Sildenafil Alter,50 mg,Blister - 8 unidade(s),34,0%
4657,Sildenafil Alter,100 mg,Blister - 4 unidade(s),21.53,0%
4658,Sildenafil Aurobindo,50 mg,Blister - 4 unidade(s),12,0%
4659,Sildenafil Azevedos,50 mg,Blister - 12 unidade(s),43.05,0%
4660,Sildenafil Azevedos,50 mg,Blister - 4 unidade(s),18.62,0%
4661,Sildenafil Azevedos,100 mg,Blister - 12 unidade(s),49.32,0%
4662,Sildenafil Azevedos,100 mg,Blister - 4 unidade(s),21.53,0%
4663,Sildenafil Baldacci,50 mg,Blister - 12 unidade(s),35.5,0%
4664,Sildenafil Baldacci,50 mg,Blister - 4 unidade(s),18.29,0%
4665,Sildenafil Baldacci,100 mg,Blister - 4 unidade(s),21.53,0%
4666,Sildenafil Bluefish,50 mg,Blister - 4 unidade(s),18.62,0%
4667,Sildenafil Bluefish,100 mg,Blister - 4 unidade(s),21.53,0%
4668,Sildenafil Bluepharma,50 mg,Blister - 8 unidade(s),34,0%
4669,Sildenafil Bluepharma,50 mg,Blister - 4 unidade(s),18.62,0%
4670,Sildenafil Bluepharma,50 mg,Blister - 1 unidade(s),4.92,0%
4671,Sildenafil Bluepharma,25 mg,Blister - 4 unidade(s),16.42,0%
4672,Sildenafil Bluepharma,100 mg,Blister - 4 unidade(s),21.53,0%
4673,Sildenafil Ciclum,50 mg,Blister - 4 unidade(s),18.62,0%
4674,Sildenafil Ciclum,100 mg,Blister - 4 unidade(s),21.53,0%
4675,Sildenafil Ciclum,25 mg,Blister - 4 unidade(s),16.42,0%
4676,Sildenafil Cinfa,100 mg,Blister - 4 unidade(s),21.71,0%
4677,Sildenafil Cinfa,50 mg,Blister - 4 unidade(s),18.73,0%
4678,Sildenafil Farmoz,25 mg,Blister - 4 unidade(s),16.42,0%
4679,Sildenafil Farmoz,50 mg,Blister - 12 unidade(s),36,0%
4680,Sildenafil Farmoz,50 mg,Blister - 4 unidade(s),18.62,0%
4681,Sildenafil Farmoz,100 mg,Blister - 12 unidade(s),49.32,0%
4682,Sildenafil Farmoz,100 mg,Blister - 4 unidade(s),21.53,0%
4683,Sildenafil Generis,50 mg,Blister - 4 unidade(s),18.62,0%
4684,Sildenafil Generis,100 mg,Blister - 4 unidade(s),21.53,0%
4685,Sildenafil GP,100 mg,Blister - 4 unidade(s),21.53,0%
4686,Sildenafil Jaba,50 mg,Blister - 8 unidade(s),22.98,0%
4687,Sildenafil Jaba,50 mg,Blister - 4 unidade(s),10.98,0%
4688,Sildenafil Jaba,100 mg,Blister - 4 unidade(s),13.98,0%
4689,Sildenafil Jaba,25 mg,Blister - 4 unidade(s),11.98,0%
4690,Sildenafil Krka,50 mg,Blister - 8 unidade(s),34,0%
4691,Sildenafil Krka,50 mg,Blister - 4 unidade(s),18.62,0%
4692,Sildenafil Krka,50 mg,Blister - 1 unidade(s),4.66,0%
4693,Sildenafil Krka,25 mg,Blister - 4 unidade(s),16.42,0%
4694,Sildenafil Krka,100 mg,Blister - 4 unidade(s),21.53,0%
4695,Sildenafil Mylan,25 mg,Blister - 4 unidade(s),16.42,0%
4696,Sildenafil Mylan,50 mg,Blister - 8 unidade(s),26.96,0%
4697,Sildenafil Mylan,50 mg,Blister - 12 unidade(s),36,0%
4698,Sildenafil Mylan,50 mg,Blister - 4 unidade(s),18.62,0%
4699,Sildenafil Mylan,100 mg,Blister - 8 unidade(s),38.81,0%
4700,Sildenafil Mylan,100 mg,Blister - 12 unidade(s),49.32,0%
4701,Sildenafil Mylan,100 mg,Blister - 4 unidade(s),21.53,0%
4702,Sildenafil Pentafarma,50 mg,Blister - 12 unidade(s),36,0%
4703,Sildenafil Pentafarma,50 mg,Blister - 8 unidade(s),34,0%
4704,Sildenafil Pentafarma,50 mg,Blister - 4 unidade(s),18.62,0%
4705,Sildenafil Pentafarma,100 mg,Blister - 12 unidade(s),49.32,0%
4706,Sildenafil Pentafarma,100 mg,Blister - 4 unidade(s),21.53,0%
4707,Sildenafil Pentafarma,25 mg,Blister - 4 unidade(s),16.42,0%
4708,Sildenafil Pharmakern,25 mg,Blister - 4 unidade(s),16.42,0%
4709,Sildenafil Pharmakern,100 mg,Blister - 4 unidade(s),21.53,0%
4710,Sildenafil Pharmakern,50 mg,Blister - 8 unidade(s),34,0%
4711,Sildenafil Pharmakern,50 mg,Blister - 4 unidade(s),18.62,0%
4712,Sildenafil Sandoz,25 mg,Blister - 4 unidade(s),16.42,0%
4713,Sildenafil Sandoz,50 mg,Blister - 8 unidade(s),34,0%
4714,Sildenafil Sandoz,50 mg,Blister - 4 unidade(s),18.62,0%
4715,Sildenafil Sandoz,100 mg,Blister - 4 unidade(s),21.53,0%
4716,Sildenafil Teva,25 mg,Blister - 4 unidade(s),16.42,0%
4717,Sildenafil Teva,50 mg,Blister - 8 unidade(s),34,0%
4718,Sildenafil Teva,50 mg,Blister - 4 unidade(s),18.62,0%
4719,Sildenafil Teva,100 mg,Blister - 4 unidade(s),21.53,0%
4720,Sildenafil toLife,50 mg,Blister - 8 unidade(s),34,0%
4721,Sildenafil toLife,50 mg,Blister - 4 unidade(s),18.62,0%
4722,Sildenafil toLife,100 mg,Blister - 12 unidade(s),49.32,0%
4723,Sildenafil toLife,100 mg,Blister - 8 unidade(s),38.81,0%
4724,Sildenafil toLife,100 mg,Blister - 4 unidade(s),21.53,0%
4725,Sildenafil toLife,50 mg,Blister - 12 unidade(s),43.05,0%
4726,Sildenafil toLife,50 mg,Blister - 4 unidade(s),18.62,0%
4727,Sildenafil toLife,100 mg,Blister - 12 unidade(s),49.32,0%
4728,Sildenafil toLife,100 mg,Blister - 4 unidade(s),21.53,0%
4729,Sildenafil Zentiva,25 mg,Blister - 4 unidade(s),16.42,0%
4730,Sildenafil Zentiva,50 mg,Blister - 8 unidade(s),34,0%
4731,Sildenafil Zentiva,50 mg,Blister - 4 unidade(s),18.62,0%
4732,Sildenafil Zentiva,100 mg,Blister - 4 unidade(s),21.53,0%
4733,Sinvastatina Almus,40 mg,Blister - 60 unidade(s),8.31,37%
4734,Sinvastatina Almus,10 mg,Blister - 20 unidade(s),2.79,37%
4735,Sinvastatina Almus,20 mg,Blister - 60 unidade(s),2.72,37%
4736,Sinvastatina Alter,10 mg,Blister - 60 unidade(s),4.36,37%
4737,Sinvastatina Alter,20 mg,Blister - 60 unidade(s),4.46,37%
4738,Sinvastatina Alter,40 mg,Blister - 60 unidade(s),8.31,37%
4739,Sinvastatina Aurobindo,10 mg,Blister - 60 unidade(s),3.16,37%
4740,Sinvastatina Aurobindo,10 mg,Blister - 56 unidade(s),4.55,0%
4741,Sinvastatina Aurobindo,10 mg,Blister - 14 unidade(s),2.07,37%
4742,Sinvastatina Aurobindo,20 mg,Blister - 60 unidade(s),2.7,37%
4743,Sinvastatina Aurobindo,20 mg,Blister - 56 unidade(s),9.18,0%
4744,Sinvastatina Aurobindo,20 mg,Blister - 14 unidade(s),3.46,0%
4745,Sinvastatina Aurobindo,40 mg,Blister - 60 unidade(s),8.31,37%
4746,Sinvastatina Aurobindo,40 mg,Blister - 56 unidade(s),18.86,0%
4747,Sinvastatina Aurovitas,10 mg,Blister - 60 unidade(s),4.79,37%
4748,Sinvastatina Aurovitas,20 mg,Blister - 60 unidade(s),4.59,37%
4749,Sinvastatina Aurovitas,40 mg,Blister - 60 unidade(s),19.89,37%
4750,Sinvastatina Baldacci 10 mg Comprimidos Revestidos Por Película,10 mg,Blister - 60 unidade(s),4.67,37%
4751,Sinvastatina Baldacci 20 mg Comprimidos Revestidos Por Película,20 mg,Blister - 20 unidade(s),3.53,37%
4752,Sinvastatina Baldacci 20 mg Comprimidos Revestidos Por Película,20 mg,Blister - 60 unidade(s),9.35,37%
4753,Sinvastatina Baldacci 40 mg Comprimidos Revestidos Por Película,40 mg,Blister - 60 unidade(s),15.85,37%
4754,Sinvastatina Basi,10 mg,Blister - 60 unidade(s),3.15,37%
4755,Sinvastatina Basi,20 mg,Blister - 60 unidade(s),2.71,37%
4756,Sinvastatina Basi,40 mg,Blister - 60 unidade(s),8.2,37%
4757,Sinvastatina Biolipe 20 mg Comprimidos Revestidos,20 mg,Blister - 60 unidade(s),9.7,37%
4758,Sinvastatina Bluefish,10 mg,Blister - 56 unidade(s),4.55,37%
4759,Sinvastatina Bluefish,20 mg,Blister - 56 unidade(s),5.25,37%
4760,Sinvastatina Bluefish,40 mg,Blister - 56 unidade(s),7.76,37%
4761,Sinvastatina Bluepharma,40 mg,Blister - 56 unidade(s),10.31,37%
4762,Sinvastatina Bluepharma,10 mg,Blister - 14 unidade(s),1.41,37%
4763,Sinvastatina Bluepharma,10 mg,Blister - 28 unidade(s),2.96,37%
4764,Sinvastatina Bluepharma,20 mg,Blister - 56 unidade(s),5.9,37%
4765,Sinvastatina Ciclum,20 mg,Blister - 60 unidade(s),6,37%
4766,Sinvastatina Ciclum,20 mg,Blister - 20 unidade(s),3.67,37%
4767,Sinvastatina Cinfa,20 mg,Blister - 60 unidade(s),5.45,37%
4768,Sinvastatina Cinfa,40 mg,Blister - 60 unidade(s),11.05,37%
4769,Sinvastatina Farmoz,20 mg,Blister - 60 unidade(s),4.46,37%
4770,Sinvastatina Farmoz,40 mg,Blister - 60 unidade(s),13.5,37%
4771,Sinvastatina Farmoz,10 mg,Blister - 60 unidade(s),4.67,37%
4772,Sinvastatina Farmoz,10 mg,Blister - 20 unidade(s),3.46,37%
4773,Sinvastatina Generis,10 mg,Blister - 60 unidade(s),4.79,37%
4774,Sinvastatina Generis,40 mg,Blister - 60 unidade(s),15.85,37%
4775,Sinvastatina Generis,20 mg,Blister - 60 unidade(s),9.7,37%
4776,Sinvastatina Germed,20 mg,Blister - 60 unidade(s),9.7,37%
4777,Sinvastatina GP,20 mg,Blister - 60 unidade(s),4.95,37%
4778,Sinvastatina GP,40 mg,Blister - 60 unidade(s),8.2,37%
4779,Sinvastatina Jaba,20 mg,Blister - 60 unidade(s),6.5,37%
4780,Sinvastatina krka,40 mg,Blister - 60 unidade(s),8.31,37%
4781,Sinvastatina Labesfal,10 mg,Blister - 20 unidade(s),3.46,37%
4782,Sinvastatina Labesfal,10 mg,Blister - 60 unidade(s),4.79,37%
4783,Sinvastatina Labesfal,20 mg,Blister - 60 unidade(s),6,37%
4784,Sinvastatina Labesfal,40 mg,Blister - 60 unidade(s),8.42,37%
4785,Sinvastatina Lipaz 20 mg Comprimidos Revestidos por Película,20 mg,Blister - 60 unidade(s),9.7,37%
4786,Sinvastatina Lipaz 40 mg Comprimidos Revestidos por Película,40 mg,Blister - 60 unidade(s),19.92,37%
4787,Sinvastatina Mepha,20 mg,Blister - 60 unidade(s),4.9,37%
4788,Sinvastatina Mepha,20 mg,Blister - 20 unidade(s),3.85,37%
4789,Sinvastatina Mepha,40 mg,Blister - 60 unidade(s),19.92,37%
4790,Sinvastatina Mylan,20 mg,Blister - 60 unidade(s),6.49,37%
4791,Sinvastatina Mylan,20 mg,Blister - 20 unidade(s),3.85,37%
4792,Sinvastatina Mylan,40 mg,Blister - 30 unidade(s),6.45,37%
4793,Sinvastatina Pharmakern,20 mg,Blister - 60 unidade(s),6.36,37%
4794,Sinvastatina Ratiopharm,20 mg,Blister - 60 unidade(s),9.7,37%
4795,Sinvastatina Ratiopharm,40 mg,Blister - 60 unidade(s),19.92,37%
4796,Sinvastatina Sandoz,10 mg,Blister - 60 unidade(s),2.69,37%
4797,Sinvastatina Sandoz,20 mg,Blister - 60 unidade(s),6.5,37%
4798,Sinvastatina Sandoz,40 mg,Blister - 60 unidade(s),15.85,37%
4799,Sinvastatina Stada,10 mg,Blister - 60 unidade(s),3.16,37%
4800,Sinvastatina Stada,10 mg,Blister - 20 unidade(s),2.79,37%
4801,Sinvastatina Stada,20 mg,Blister - 60 unidade(s),2.7,37%
4802,Sinvastatina Stada,40 mg,Blister - 60 unidade(s),8.3,37%
4803,Sinvastatina Tecnigen,10 mg,Blister - 60 unidade(s),3.14,37%
4804,Sinvastatina Tecnigen,10 mg,Blister - 20 unidade(s),3.46,37%
4805,Sinvastatina Tecnigen,40 mg,Blister - 60 unidade(s),8.18,37%
4806,Sinvastatina Tecnigen,20 mg,Blister - 60 unidade(s),2.6,37%
4807,Sinvastatina Tetrafarma,10 mg,Blister - 60 unidade(s),4.56,37%
4808,Sinvastatina Tetrafarma,10 mg,Blister - 20 unidade(s),3.31,37%
4809,Sinvastatina Tetrafarma 20 mg Comprimidos revestidos por película,20 mg,Blister - 60 unidade(s),9.23,37%
4810,Sinvastatina Tetrafarma 40 mg Comprimidos revestidos por película,40 mg,Blister - 60 unidade(s),18.96,37%
4811,Sinvastatina Teva,20 mg,Blister - 60 unidade(s),2.72,37%
4812,Sinvastatina Teva,20 mg,Blister - 20 unidade(s),3.85,37%
4813,Sinvastatina Teva,40 mg,Blister - 60 unidade(s),8.31,37%
4814,Sinvastatina toLife 20 mg comprimidos revestidos,20 mg,Blister - 60 unidade(s),5.5,37%
4815,Sinvastatina toLife 20 mg comprimidos revestidos,20 mg,Blister - 20 unidade(s),3.85,37%
4816,Sinvastatina Zentiva,20 mg,Blister - 60 unidade(s),7,37%
4817,Sinvastatina Zentiva,20 mg,Blister - 20 unidade(s),3.85,37%
4818,Sinvastatina Zentiva,40 mg,Blister - 60 unidade(s),8.69,37%
4819,Sinvastatina Zera 20 mg Comprimidos Revestidos,20 mg,Blister - 60 unidade(s),9.5,37%
4820,Sinvastatina Zera 40 mg Comprimidos Revestidos,40 mg,Blister - 60 unidade(s),15.57,37%
4821,Sivales,20 mg,Blister - 60 unidade(s),4.46,37%
4822,Sofiperla,0.03 mg + 0.075 mg,Blister - 63 unidade(s),5.25,69%
4823,Sofiperla,0.03 mg + 0.075 mg,Blister - 21 unidade(s),2.84,69%
4824,Sotalol Aurobindo,160 mg,Blister - 60 unidade(s),7.1,69%
4825,Sotalol Aurobindo,160 mg,Blister - 20 unidade(s),3.02,69%
4826,Sucralfato Generis 1g/5 ml Suspensão Oral,1000 mg/5 ml,Saqueta - 60 unidade(s),5.1,37%
4827,Sucralfato Mylan,1000 mg/5 ml,Saqueta - 60 unidade(s),5.1,37%
4828,Sucralfato Mylan,1000 mg/5 ml,Saqueta - 20 unidade(s),3.6,37%
4829,Supofen,1000 mg,Blister - 18 unidade(s),1.89,37%
4830,Tadalafil Alter,5 mg,Blister - 28 unidade(s),43.53,0%
4831,Tadalafil Alter,20 mg,Blister - 4 unidade(s),19.54,0%
4832,Tadalafil Aurovitas,10 mg,Blister - 4 unidade(s),21.63,0%
4833,Tadalafil Aurovitas,20 mg,Blister - 4 unidade(s),21.63,0%
4834,Tadalafil Azevedos,20 mg,Blister - 12 unidade(s),49.32,0%
4835,Tadalafil Azevedos,20 mg,Blister - 4 unidade(s),19.54,0%
4836,Tadalafil Azevedos,10 mg,Blister - 12 unidade(s),49.32,0%
4837,Tadalafil Azevedos,10 mg,Blister - 4 unidade(s),19.54,0%
4838,Tadalafil Bluepharma,20 mg,Blister - 4 unidade(s),19.54,0%
4839,Tadalafil Bluepharma,10 mg,Blister - 4 unidade(s),19.54,0%
4840,Tadalafil Farmoz,5 mg,Blister - 28 unidade(s),43.53,0%
4841,Tadalafil Farmoz,20 mg,Blister - 4 unidade(s),19.54,0%
4842,Tadalafil Farmoz,20 mg,Blister - 12 unidade(s),56.85,0%
4843,Tadalafil Farmoz,10 mg,Blister - 4 unidade(s),19.54,0%
4844,Tadalafil Generis,10 mg,Blister - 4 unidade(s),21.63,0%
4845,Tadalafil GP,20 mg,Blister - 4 unidade(s),19.54,0%
4846,Tadalafil GP,10 mg,Blister - 4 unidade(s),19.54,0%
4847,Tadalafil GP,5 mg,Blister - 28 unidade(s),43.53,0%
4848,Tadalafil Mylan,20 mg,Blister - 4 unidade(s),19.54,0%
4849,Tadalafil Mylan,10 mg,Blister - 4 unidade(s),19.54,0%
4850,Tadalafil Pentafarma,5 mg,Blister - 28 unidade(s),43.53,0%
4851,Tadalafil Pentafarma,10 mg,Blister - 4 unidade(s),19.54,0%
4852,Tadalafil Pentafarma,20 mg,Blister - 12 unidade(s),56.85,0%
4853,Tadalafil Pentafarma,20 mg,Blister - 8 unidade(s),38.48,0%
4854,Tadalafil Pentafarma,20 mg,Blister - 4 unidade(s),19.54,0%
4855,Tadalafil Pharmakern,5 mg,Blister - 28 unidade(s),43.53,0%
4856,Tadalafil Pharmakern,10 mg,Blister - 4 unidade(s),19.54,0%
4857,Tadalafil Pharmakern,20 mg,Blister - 4 unidade(s),19.54,0%
4858,Tadalafil Ratiopharm,10 mg,Blister - 4 unidade(s),19.54,0%
4859,Tadalafil Ratiopharm,5 mg,Blister - 28 unidade(s),43.53,0%
4860,Tadalafil Ratiopharm,20 mg,Blister - 4 unidade(s),19.54,0%
4861,Tadalafil Sandoz,5 mg,Blister - 28 unidade(s),43.53,0%
4862,Tadalafil Sandoz,10 mg,Blister - 4 unidade(s),19.54,0%
4863,Tadalafil Tecnigen,10 mg,Blister - 4 unidade(s),19.54,0%
4864,Tadalafil Tecnigen,20 mg,Blister - 4 unidade(s),19.54,0%
4865,Tadalafil Tecnigen,5 mg,Blister - 28 unidade(s),43.53,0%
4866,Tadalafil Teva,20 mg,Blister - 4 unidade(s),19.54,0%
4867,Tadalafil Teva,10 mg,Blister - 4 unidade(s),19.54,0%
4868,Tadalafil toLife,20 mg,Blister - 4 unidade(s),19.54,0%
4869,Tadalafil toLife,20 mg,Blister - 12 unidade(s),42,0%
4870,Tadalafil toLife,20 mg,Blister - 8 unidade(s),32,0%
4871,Tadalafil toLife,10 mg,Blister - 4 unidade(s),19.54,0%
4872,Tadalafil toLife,10 mg,Blister - 8 unidade(s),32,0%
4873,Tadalafil toLife,10 mg,Blister - 12 unidade(s),42,0%
4874,Tadalafil toLife,5 mg,Blister - 28 unidade(s),43.53,0%
4875,Tafixyl,500 mg,Blister - 30 unidade(s),5.34,0%
4876,Tamoxifeno Farmoz 10 mg Comprimidos,10 mg,Blister - 20 unidade(s),3.85,37%
4877,Tamoxifeno Farmoz 10 mg Comprimidos,10 mg,Blister - 60 unidade(s),8.78,37%
4878,Tamoxifeno Farmoz 20 mg Comprimidos,20 mg,Blister - 60 unidade(s),16.73,37%
4879,Tansulosina Aurovitas,0.4 mg,Blister - 30 unidade(s),4.55,37%
4880,"Tansulosina Baldacci 0,4 mg Cápsulas de libertação prolongada",0.4 mg,Blister - 30 unidade(s),10.98,37%
4881,Tansulosina Basi,0.4 mg,Blister - 30 unidade(s),4.52,37%
4882,Tansulosina Bluepharma,0.4 mg,Blister - 30 unidade(s),4.97,37%
4883,"Tansulosina Ciclum 0,4 mg Cápsulas de libertação prolongada",0.4 mg,Blister - 30 unidade(s),4.55,37%
4884,"Tansulosina Ciclum 0,4 mg Cápsulas de libertação prolongada",0.4 mg,Blister - 10 unidade(s),3.58,37%
4885,"Tansulosina Cinfa 0,4 mg Cápsulas de Libertação Prolongada",0.4 mg,Blister - 30 unidade(s),9.74,37%
4886,"Tansulosina Farmoz 0,4 mg Cápsulas de libertação prolongada",0.4 mg,Blister - 30 unidade(s),6.68,37%
4887,"Tansulosina Generis 0,4 mg Cápsulas de libertação prolongada",0.4 mg,Blister - 30 unidade(s),8.5,37%
4888,Tansulosina Germed,0.4 mg,Blister - 30 unidade(s),9.27,37%
4889,"Tansulosina GP 0,4 mg Cápsulas de libertação prolongada",0.4 mg,Blister - 30 unidade(s),8.98,37%
4890,"Tansulosina GP 0,4 mg Cápsulas de libertação prolongada",0.4 mg,Blister - 10 unidade(s),3.6,37%
4891,Tansulosina Krka,0.4 mg,Blister - 30 unidade(s),6.02,37%
4892,Tansulosina Labesfal,0.4 mg,Blister - 30 unidade(s),6.5,37%
4893,"Tansulosina Mepha 0,4 mg Cápsulas duras de libertação prolongada",0.4 mg,Blister - 30 unidade(s),4.56,37%
4894,Tansulosina Mepha LP,0.4 mg,Blister - 30 unidade(s),8.8,37%
4895,Tansulosina Mylan,0.4 mg,Blister - 30 unidade(s),4.57,37%
4896,Tansulosina Mylan,0.4 mg,Blister - 10 unidade(s),3.6,37%
4897,Tansulosina Pharmakern,0.4 mg,Blister - 30 unidade(s),9.4,37%
4898,"Tansulosina Ratiopharm 0,4 mg Cápsula de libertação prolongada",0.4 mg,Blister - 30 unidade(s),9.74,37%
4899,"Tansulosina Ratiopharm 0,4 mg Cápsula de libertação prolongada",0.4 mg,Blister - 10 unidade(s),3.6,37%
4900,"Tansulosina Reliva 0,4 mg Cápsulas de libertação prolongada",0.4 mg,Blister - 30 unidade(s),4.54,37%
4901,Tansulosina Sandoz,0.4 mg,Blister - 30 unidade(s),3.72,37%
4902,"Tansulosina Sandoz 0,4 mg Cápsulas de Libertação Prolongada",0.4 mg,Blister - 30 unidade(s),6.02,37%
4903,Tansulosina Teva,0.4 mg,Blister - 30 unidade(s),4.56,37%
4904,Tansulosina Teva,0.4 mg,Blister - 10 unidade(s),3.6,37%
4905,Tansulosina toLife 0.4 mg Cápsulas de libertação prolongada,0.4 mg,Blister - 30 unidade(s),5.52,37%
4906,Tansulosina toLife 0.4 mg Cápsulas de libertação prolongada,0.4 mg,Blister - 10 unidade(s),4.42,37%
4907,Tansulosina Zentiva,0.4 mg,Blister - 30 unidade(s),4.55,37%
4908,Telmisartan + Hidroclorotiazida Alter,80 mg + 12.5 mg,Blister - 28 unidade(s),5.82,69%
4909,Telmisartan + Hidroclorotiazida Alter,80 mg + 25 mg,Blister - 28 unidade(s),5.93,69%
4910,Telmisartan + Hidroclorotiazida Alter,40 mg + 12.5 mg,Blister - 28 unidade(s),4.82,69%
4911,Telmisartan + Hidroclorotiazida Ciclum,80 mg + 12.5 mg,Blister - 28 unidade(s),5.82,69%
4912,Telmisartan + Hidroclorotiazida Farmoz,40 mg + 12.5 mg,Blister - 28 unidade(s),6.1,69%
4913,Telmisartan + Hidroclorotiazida Farmoz,80 mg + 25 mg,Blister - 28 unidade(s),8.56,69%
4914,Telmisartan + Hidroclorotiazida Farmoz,80 mg + 12.5 mg,Blister - 28 unidade(s),8.42,69%
4915,Telmisartan + Hidroclorotiazida Pharmakern,40 mg + 12.5 mg,Blister - 28 unidade(s),8.77,69%
4916,Telmisartan + Hidroclorotiazida Pharmakern,80 mg + 12.5 mg,Blister - 28 unidade(s),11.53,69%
4917,Telmisartan + Hidroclorotiazida Pharmakern,80 mg + 25 mg,Blister - 28 unidade(s),11.74,69%
4918,Telmisartan + Hidroclorotiazida Teva,40 mg + 12.5 mg,Blister - 14 unidade(s),3.89,69%
4919,Telmisartan + Hidroclorotiazida Teva,80 mg + 25 mg,Blister - 14 unidade(s),5.53,69%
4920,Telmisartan + Hidroclorotiazida Teva,80 mg + 25 mg,Blister - 28 unidade(s),7.9,69%
4921,Telmisartan + Hidroclorotiazida Zentiva,40 mg + 12.5 mg,Blister - 14 unidade(s),3.2,69%
